fichero,carpeta,fecha,ground_truth,modelo_gen,coleccion,rerank,top_k,n_preguntas,tokens_entrada,tokens_salida,seg_generacion,seg_total,en_libro_mayor,n_consultas_log_ventana,derivado_de
eval/2026-05-19/results_PTP2_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_145121.json,eval/2026-05-19,2026-06-13T14:51:21,PTP2_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,5,45,186361,11754,369.3,729.2,False,0,
eval/2026-05-19/results_RPC120_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_010257.json,eval/2026-05-19,2026-05-21T01:02:57,RPC120_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,5,19,143324,5024,167.8,617.1,False,0,
eval/2026-05-19/results_RPC120_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_194616.json,eval/2026-05-19,2026-05-20T19:46:16,RPC120_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,5,19,113806,5502,165.2,339.1,False,0,
eval/2026-05-19/results_RPC120_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_214414.json,eval/2026-05-19,2026-05-20T21:44:14,RPC120_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,5,19,122355,5901,170.8,319.2,False,0,
eval/2026-05-19/results_RPC87_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_011407.json,eval/2026-05-19,2026-05-21T01:14:07,RPC87_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,5,20,170163,6641,190.5,668.7,False,0,
eval/2026-05-19/results_RPC87_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_195228.json,eval/2026-05-19,2026-05-20T19:52:28,RPC87_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,5,20,122514,7513,186.7,370.3,False,0,
eval/2026-05-19/results_RPC87_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_214956.json,eval/2026-05-19,2026-05-20T21:49:56,RPC87_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,5,20,132445,6990,183.8,340.4,False,0,
eval/2026-05-19/results_RPC89_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_164220.json,eval/2026-05-19,2026-06-13T16:42:20,RPC89_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,5,30,197009,11384,281.2,951.9,False,0,
eval/2026-05-19/results_RPC89_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_140413.json,eval/2026-05-19,2026-06-13T14:04:13,RPC89_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,5,30,166086,11793,276.4,551.2,False,0,
eval/2026-05-19/results_RPC89_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_150003.json,eval/2026-05-19,2026-06-13T15:00:03,RPC89_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,5,30,169551,11999,279.4,519.7,False,0,
eval/2026-05-19_topk10/results_LPP2013_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_152054.json,eval/2026-05-19_topk10,2026-06-13T15:20:54,LPP2013_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,36,393932,14267,361.5,1246.8,False,0,eval/2026-05-19/results_LPP2013_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_152054.json
eval/2026-05-19_topk10/results_LPP2013_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_131615.json,eval/2026-05-19_topk10,2026-06-13T13:16:15,LPP2013_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,36,281181,14648,347.5,678.8,False,0,eval/2026-05-19/results_LPP2013_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_131615.json
eval/2026-05-19_topk10/results_LPP2013_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_141450.json,eval/2026-05-19_topk10,2026-06-13T14:14:50,LPP2013_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,36,291437,14183,346.8,633.1,False,0,eval/2026-05-19/results_LPP2013_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_141450.json
eval/2026-05-19_topk10/results_PA02_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_215731.json,eval/2026-05-19_topk10,2026-05-20T21:57:31,PA02_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,15,66476,5436,135.6,452.3,False,0,eval/2026-05-19/results_PA02_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_215731.json
eval/2026-05-19_topk10/results_PA02_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_175215.json,eval/2026-05-19_topk10,2026-05-20T17:52:15,PA02_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,15,59434,4184,124.8,254.6,False,0,eval/2026-05-19/results_PA02_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_175215.json
eval/2026-05-19_topk10/results_PA02_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_195636.json,eval/2026-05-19_topk10,2026-05-20T19:56:36,PA02_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,15,60324,4760,128.6,246.8,False,0,eval/2026-05-19/results_PA02_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_195636.json
eval/2026-05-19_topk10/results_PA06_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_220600.json,eval/2026-05-19_topk10,2026-05-20T22:06:00,PA06_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,16,92486,4518,139.0,508.1,False,0,eval/2026-05-19/results_PA06_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_220600.json
eval/2026-05-19_topk10/results_PA06_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_175652.json,eval/2026-05-19_topk10,2026-05-20T17:56:52,PA06_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,16,78597,3994,132.4,275.9,False,0,eval/2026-05-19/results_PA06_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_175652.json
eval/2026-05-19_topk10/results_PA06_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_200052.json,eval/2026-05-19_topk10,2026-05-20T20:00:52,PA06_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,16,75081,4023,131.6,254.5,False,0,eval/2026-05-19/results_PA06_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_200052.json
eval/2026-05-19_topk10/results_PA121_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_153308.json,eval/2026-05-19_topk10,2026-06-13T15:33:08,PA121_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,28,93211,10044,243.0,731.3,False,0,eval/2026-05-19/results_PA121_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_153308.json
eval/2026-05-19_topk10/results_PA121_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_132415.json,eval/2026-05-19_topk10,2026-06-13T13:24:15,PA121_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,28,70009,8333,226.8,477.2,False,0,eval/2026-05-19/results_PA121_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_132415.json
eval/2026-05-19_topk10/results_PA121_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_142224.json,eval/2026-05-19_topk10,2026-06-13T14:22:24,PA121_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,28,75131,8299,228.2,451.9,False,0,eval/2026-05-19/results_PA121_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_142224.json
eval/2026-05-19_topk10/results_PA178_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_222010.json,eval/2026-05-19_topk10,2026-05-20T22:20:10,PA178_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,26,176953,11080,252.3,848.2,False,0,eval/2026-05-19/results_PA178_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_222010.json
eval/2026-05-19_topk10/results_PA178_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_180458.json,eval/2026-05-19_topk10,2026-05-20T18:04:58,PA178_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,26,159133,10681,249.8,483.7,False,0,eval/2026-05-19/results_PA178_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_180458.json
eval/2026-05-19_topk10/results_PA178_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_200823.json,eval/2026-05-19_topk10,2026-05-20T20:08:23,PA178_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,26,164685,10255,247.4,448.9,False,0,eval/2026-05-19/results_PA178_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_200823.json
eval/2026-05-19_topk10/results_PA17_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_223221.json,eval/2026-05-19_topk10,2026-05-20T22:32:21,PA17_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,30,127617,10027,260.7,727.9,False,0,eval/2026-05-19/results_PA17_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_223221.json
eval/2026-05-19_topk10/results_PA17_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_181341.json,eval/2026-05-19_topk10,2026-05-20T18:13:41,PA17_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,30,109140,9749,256.1,520.6,False,0,eval/2026-05-19/results_PA17_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_181341.json
eval/2026-05-19_topk10/results_PA17_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_201638.json,eval/2026-05-19_topk10,2026-05-20T20:16:38,PA17_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,30,109280,9447,256.9,492.3,False,0,eval/2026-05-19/results_PA17_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_201638.json
eval/2026-05-19_topk10/results_PA195_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_224438.json,eval/2026-05-19_topk10,2026-05-20T22:44:38,PA195_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,30,96887,12200,270.8,734.0,False,0,eval/2026-05-19/results_PA195_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_224438.json
eval/2026-05-19_topk10/results_PA195_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_182233.json,eval/2026-05-19_topk10,2026-05-20T18:22:33,PA195_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,30,102087,11296,265.9,529.3,False,0,eval/2026-05-19/results_PA195_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_182233.json
eval/2026-05-19_topk10/results_PA195_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_202506.json,eval/2026-05-19_topk10,2026-05-20T20:25:06,PA195_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,30,115551,11485,272.3,505.8,False,0,eval/2026-05-19/results_PA195_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_202506.json
eval/2026-05-19_topk10/results_PA199_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_225853.json,eval/2026-05-19_topk10,2026-05-20T22:58:53,PA199_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,28,135694,11519,264.1,852.7,False,0,eval/2026-05-19/results_PA199_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_225853.json
