preguntas_mes,escenario,etiqueta,tipo,mes,coste_acumulado_eur
1000,api::gpt54mini,GPT-5.4 mini,api,10,44.1
1000,api::gpt54mini,GPT-5.4 mini,api,11,48.52
1000,api::gpt54mini,GPT-5.4 mini,api,12,52.93
1000,api::gpt54mini,GPT-5.4 mini,api,13,57.34
1000,api::gpt54mini,GPT-5.4 mini,api,14,61.75
1000,api::gpt54mini,GPT-5.4 mini,api,15,66.16
1000,api::gpt54mini,GPT-5.4 mini,api,16,70.57
1000,api::gpt54mini,GPT-5.4 mini,api,17,74.98
1000,api::gpt54mini,GPT-5.4 mini,api,18,79.39
1000,api::gpt54mini,GPT-5.4 mini,api,19,83.8
1000,api::gpt54mini,GPT-5.4 mini,api,20,88.21
1000,api::gpt54mini,GPT-5.4 mini,api,21,92.62
1000,api::gpt54mini,GPT-5.4 mini,api,22,97.03
1000,api::gpt54mini,GPT-5.4 mini,api,23,101.44
1000,api::gpt54mini,GPT-5.4 mini,api,24,105.85
1000,api::gpt54mini,GPT-5.4 mini,api,25,110.26
1000,api::gpt54mini,GPT-5.4 mini,api,26,114.67
1000,api::gpt54mini,GPT-5.4 mini,api,27,119.08
1000,api::gpt54mini,GPT-5.4 mini,api,28,123.49
1000,api::gpt54mini,GPT-5.4 mini,api,29,127.9
1000,api::gpt54mini,GPT-5.4 mini,api,30,132.31
1000,api::gpt54mini,GPT-5.4 mini,api,31,136.72
1000,api::gpt54mini,GPT-5.4 mini,api,32,141.14
1000,api::gpt54mini,GPT-5.4 mini,api,33,145.55
1000,api::gpt54mini,GPT-5.4 mini,api,34,149.96
1000,api::gpt54mini,GPT-5.4 mini,api,35,154.37
1000,api::gpt54mini,GPT-5.4 mini,api,36,158.78
1000,api::gpt54mini,GPT-5.4 mini,api,37,163.19
1000,api::gpt54mini,GPT-5.4 mini,api,38,167.6
1000,api::gpt54mini,GPT-5.4 mini,api,39,172.01
1000,api::gpt54mini,GPT-5.4 mini,api,40,176.42
1000,api::gpt54mini,GPT-5.4 mini,api,41,180.83
1000,api::gpt54mini,GPT-5.4 mini,api,42,185.24
1000,api::gpt54mini,GPT-5.4 mini,api,43,189.65
1000,api::gpt54mini,GPT-5.4 mini,api,44,194.06
1000,api::gpt54mini,GPT-5.4 mini,api,45,198.47
1000,api::gpt54mini,GPT-5.4 mini,api,46,202.88
1000,api::gpt54mini,GPT-5.4 mini,api,47,207.29
1000,api::gpt54mini,GPT-5.4 mini,api,48,211.7
1000,api::gpt54mini,GPT-5.4 mini,api,49,216.11
1000,api::gpt54mini,GPT-5.4 mini,api,50,220.52
1000,api::gpt54mini,GPT-5.4 mini,api,51,224.93
1000,api::gpt54mini,GPT-5.4 mini,api,52,229.34
1000,api::gpt54mini,GPT-5.4 mini,api,53,233.76
1000,api::gpt54mini,GPT-5.4 mini,api,54,238.17
1000,api::gpt54mini,GPT-5.4 mini,api,55,242.58
1000,api::gpt54mini,GPT-5.4 mini,api,56,246.99
1000,api::gpt54mini,GPT-5.4 mini,api,57,251.4
1000,api::gpt54mini,GPT-5.4 mini,api,58,255.81
1000,api::gpt54mini,GPT-5.4 mini,api,59,260.22
1000,api::gpt54mini,GPT-5.4 mini,api,60,264.63
1000,api::gpt56luna,GPT-5.6 luna,api,0,0.0
1000,api::gpt56luna,GPT-5.6 luna,api,1,1.18
1000,api::gpt56luna,GPT-5.6 luna,api,2,2.35
1000,api::gpt56luna,GPT-5.6 luna,api,3,3.53
1000,api::gpt56luna,GPT-5.6 luna,api,4,4.7
1000,api::gpt56luna,GPT-5.6 luna,api,5,5.88
1000,api::gpt56luna,GPT-5.6 luna,api,6,7.06
1000,api::gpt56luna,GPT-5.6 luna,api,7,8.23
1000,api::gpt56luna,GPT-5.6 luna,api,8,9.41
1000,api::gpt56luna,GPT-5.6 luna,api,9,10.59
1000,api::gpt56luna,GPT-5.6 luna,api,10,11.76
1000,api::gpt56luna,GPT-5.6 luna,api,11,12.94
1000,api::gpt56luna,GPT-5.6 luna,api,12,14.11
1000,api::gpt56luna,GPT-5.6 luna,api,13,15.29
1000,api::gpt56luna,GPT-5.6 luna,api,14,16.47
1000,api::gpt56luna,GPT-5.6 luna,api,15,17.64
1000,api::gpt56luna,GPT-5.6 luna,api,16,18.82
1000,api::gpt56luna,GPT-5.6 luna,api,17,19.99
1000,api::gpt56luna,GPT-5.6 luna,api,18,21.17
1000,api::gpt56luna,GPT-5.6 luna,api,19,22.35
1000,api::gpt56luna,GPT-5.6 luna,api,20,23.52
1000,api::gpt56luna,GPT-5.6 luna,api,21,24.7
1000,api::gpt56luna,GPT-5.6 luna,api,22,25.87
1000,api::gpt56luna,GPT-5.6 luna,api,23,27.05
1000,api::gpt56luna,GPT-5.6 luna,api,24,28.23
1000,api::gpt56luna,GPT-5.6 luna,api,25,29.4
1000,api::gpt56luna,GPT-5.6 luna,api,26,30.58
1000,api::gpt56luna,GPT-5.6 luna,api,27,31.76
1000,api::gpt56luna,GPT-5.6 luna,api,28,32.93
1000,api::gpt56luna,GPT-5.6 luna,api,29,34.11
1000,api::gpt56luna,GPT-5.6 luna,api,30,35.28
1000,api::gpt56luna,GPT-5.6 luna,api,31,36.46
1000,api::gpt56luna,GPT-5.6 luna,api,32,37.64
1000,api::gpt56luna,GPT-5.6 luna,api,33,38.81
1000,api::gpt56luna,GPT-5.6 luna,api,34,39.99
1000,api::gpt56luna,GPT-5.6 luna,api,35,41.16
1000,api::gpt56luna,GPT-5.6 luna,api,36,42.34
1000,api::gpt56luna,GPT-5.6 luna,api,37,43.52
1000,api::gpt56luna,GPT-5.6 luna,api,38,44.69
1000,api::gpt56luna,GPT-5.6 luna,api,39,45.87
1000,api::gpt56luna,GPT-5.6 luna,api,40,47.05
1000,api::gpt56luna,GPT-5.6 luna,api,41,48.22
1000,api::gpt56luna,GPT-5.6 luna,api,42,49.4
1000,api::gpt56luna,GPT-5.6 luna,api,43,50.57
1000,api::gpt56luna,GPT-5.6 luna,api,44,51.75
1000,api::gpt56luna,GPT-5.6 luna,api,45,52.93
1000,api::gpt56luna,GPT-5.6 luna,api,46,54.1
1000,api::gpt56luna,GPT-5.6 luna,api,47,55.28
1000,api::gpt56luna,GPT-5.6 luna,api,48,56.45
1000,api::gpt56luna,GPT-5.6 luna,api,49,57.63
1000,api::gpt56luna,GPT-5.6 luna,api,50,58.81
1000,api::gpt56luna,GPT-5.6 luna,api,51,59.98
1000,api::gpt56luna,GPT-5.6 luna,api,52,61.16
1000,api::gpt56luna,GPT-5.6 luna,api,53,62.33
1000,api::gpt56luna,GPT-5.6 luna,api,54,63.51
1000,api::gpt56luna,GPT-5.6 luna,api,55,64.69
1000,api::gpt56luna,GPT-5.6 luna,api,56,65.86
1000,api::gpt56luna,GPT-5.6 luna,api,57,67.04
1000,api::gpt56luna,GPT-5.6 luna,api,58,68.22
1000,api::gpt56luna,GPT-5.6 luna,api,59,69.39
1000,api::gpt56luna,GPT-5.6 luna,api,60,70.57
1000,api::gpt5mini,GPT-5 mini,api,0,0.0
1000,api::gpt5mini,GPT-5 mini,api,1,1.62
1000,api::gpt5mini,GPT-5 mini,api,2,3.25
1000,api::gpt5mini,GPT-5 mini,api,3,4.87
1000,api::gpt5mini,GPT-5 mini,api,4,6.5
1000,api::gpt5mini,GPT-5 mini,api,5,8.12
1000,api::gpt5mini,GPT-5 mini,api,6,9.74
1000,api::gpt5mini,GPT-5 mini,api,7,11.37
1000,api::gpt5mini,GPT-5 mini,api,8,12.99
1000,api::gpt5mini,GPT-5 mini,api,9,14.61
1000,api::gpt5mini,GPT-5 mini,api,10,16.24
1000,api::gpt5mini,GPT-5 mini,api,11,17.86
1000,api::gpt5mini,GPT-5 mini,api,12,19.49
1000,api::gpt5mini,GPT-5 mini,api,13,21.11
1000,api::gpt5mini,GPT-5 mini,api,14,22.73
1000,api::gpt5mini,GPT-5 mini,api,15,24.36
1000,api::gpt5mini,GPT-5 mini,api,16,25.98
1000,api::gpt5mini,GPT-5 mini,api,17,27.61
1000,api::gpt5mini,GPT-5 mini,api,18,29.23
1000,api::gpt5mini,GPT-5 mini,api,19,30.85
1000,api::gpt5mini,GPT-5 mini,api,20,32.48
1000,api::gpt5mini,GPT-5 mini,api,21,34.1
1000,api::gpt5mini,GPT-5 mini,api,22,35.72
1000,api::gpt5mini,GPT-5 mini,api,23,37.35
1000,api::gpt5mini,GPT-5 mini,api,24,38.97
1000,api::gpt5mini,GPT-5 mini,api,25,40.6
1000,api::gpt5mini,GPT-5 mini,api,26,42.22
1000,api::gpt5mini,GPT-5 mini,api,27,43.84
1000,api::gpt5mini,GPT-5 mini,api,28,45.47
1000,api::gpt5mini,GPT-5 mini,api,29,47.09
1000,api::gpt5mini,GPT-5 mini,api,30,48.72
1000,api::gpt5mini,GPT-5 mini,api,31,50.34
1000,api::gpt5mini,GPT-5 mini,api,32,51.96
1000,api::gpt5mini,GPT-5 mini,api,33,53.59
1000,api::gpt5mini,GPT-5 mini,api,34,55.21
1000,api::gpt5mini,GPT-5 mini,api,35,56.83
1000,api::gpt5mini,GPT-5 mini,api,36,58.46
1000,api::gpt5mini,GPT-5 mini,api,37,60.08
1000,api::gpt5mini,GPT-5 mini,api,38,61.71
1000,api::gpt5mini,GPT-5 mini,api,39,63.33
1000,api::gpt5mini,GPT-5 mini,api,40,64.95
1000,api::gpt5mini,GPT-5 mini,api,41,66.58
1000,api::gpt5mini,GPT-5 mini,api,42,68.2
1000,api::gpt5mini,GPT-5 mini,api,43,69.83
1000,api::gpt5mini,GPT-5 mini,api,44,71.45
1000,api::gpt5mini,GPT-5 mini,api,45,73.07
1000,api::gpt5mini,GPT-5 mini,api,46,74.7
1000,api::gpt5mini,GPT-5 mini,api,47,76.32
1000,api::gpt5mini,GPT-5 mini,api,48,77.94
1000,api::gpt5mini,GPT-5 mini,api,49,79.57
1000,api::gpt5mini,GPT-5 mini,api,50,81.19
1000,api::gpt5mini,GPT-5 mini,api,51,82.82
1000,api::gpt5mini,GPT-5 mini,api,52,84.44
1000,api::gpt5mini,GPT-5 mini,api,53,86.06
1000,api::gpt5mini,GPT-5 mini,api,54,87.69
1000,api::gpt5mini,GPT-5 mini,api,55,89.31
1000,api::gpt5mini,GPT-5 mini,api,56,90.94
1000,api::gpt5mini,GPT-5 mini,api,57,92.56
1000,api::gpt5mini,GPT-5 mini,api,58,94.18
1000,api::gpt5mini,GPT-5 mini,api,59,95.81
1000,api::gpt5mini,GPT-5 mini,api,60,97.43
1000,api::gpt5nano,GPT-5 nano,api,0,0.0
1000,api::gpt5nano,GPT-5 nano,api,1,0.32
